Snapshot;Entity;Code;ChangeType
34bd7ef64c1a15df45f14afc90e61f67e469c819;METHOD;org.apache.tomcat.util.net.NioEndpoint.getMaxSpareThreads();MODIFIED
34bd7ef64c1a15df45f14afc90e61f67e469c819;METHOD;org.apache.tomcat.util.net.NioEndpoint.getMinSpareThreads();MODIFIED
34bd7ef64c1a15df45f14afc90e61f67e469c819;METHOD;org.apache.tomcat.util.net.NioEndpoint.init();MODIFIED
34bd7ef64c1a15df45f14afc90e61f67e469c819;METHOD;org.apache.tomcat.util.net.NioEndpoint.start();MODIFIED
34bd7ef64c1a15df45f14afc90e61f67e469c819;METHOD;org.apache.tomcat.util.net.NioEndpoint.setSocketOptions(SocketChannel);MODIFIED
34bd7ef64c1a15df45f14afc90e61f67e469c819;METHOD;org.apache.tomcat.util.net.NioEndpoint.getWorkerThread();MODIFIED
0c5927bd771d9a7d9c915ef91d7f5d08cbb9fccb;METHOD;org.apache.tomcat.util.net.Worker.assign(NioChannel);MODIFIED
0c5927bd771d9a7d9c915ef91d7f5d08cbb9fccb;METHOD;org.apache.tomcat.util.net.Worker.assign(NioChannel,boolean);MODIFIED
0c5927bd771d9a7d9c915ef91d7f5d08cbb9fccb;METHOD;org.apache.tomcat.util.net.Worker.await();MODIFIED
0c5927bd771d9a7d9c915ef91d7f5d08cbb9fccb;METHOD;org.apache.tomcat.util.net.SecureNioChannel.SecureNioChannel(SocketChannel,SSLEngine,ApplicationBufferHandler);MODIFIED
e6d99af12f6ed23d0044d19b66457266dffb97cb;METHOD;org.apache.tomcat.util.net.Acceptor.run();MODIFIED
e6d99af12f6ed23d0044d19b66457266dffb97cb;METHOD;org.apache.tomcat.util.net.SecureNioChannel.reset();MODIFIED
77d61bfa37059022dc78286af8d576de881c8675;METHOD;org.apache.tomcat.util.net.Poller.destroy();MODIFIED
a420e18e35df18aab7cbc11b121a01df40ee8e18;METHOD;org.apache.tomcat.util.net.Poller.destroy();MODIFIED
5caad4c0595e5c3a59073c4c1d35d921c83278a2;METHOD;org.apache.catalina.connector.CoyoteAdapter.event(org,org,boolean);MODIFIED
5caad4c0595e5c3a59073c4c1d35d921c83278a2;METHOD;org.apache.catalina.connector.CoyoteAdapter.service(org,org);MODIFIED
5caad4c0595e5c3a59073c4c1d35d921c83278a2;METHOD;org.apache.coyote.http11.Http11AprProcessor.event(boolean);MODIFIED
5caad4c0595e5c3a59073c4c1d35d921c83278a2;METHOD;org.apache.coyote.http11.Http11AprProcessor.process(long);MODIFIED
5caad4c0595e5c3a59073c4c1d35d921c83278a2;METHOD;org.apache.coyote.http11.Http11AprProcessor.action(ActionCode,Object);MODIFIED
e56fee93d9fb2ce87cbf7fd940a94e544f798ab9;METHOD;org.apache.coyote.http11.Http11NioProcessor.event(boolean);MODIFIED
e56fee93d9fb2ce87cbf7fd940a94e544f798ab9;METHOD;org.apache.coyote.http11.Http11NioProcessor.process(NioChannel);MODIFIED
e56fee93d9fb2ce87cbf7fd940a94e544f798ab9;METHOD;org.apache.coyote.http11.Http11NioProcessor.action(ActionCode,Object);MODIFIED
826cb64e6e59b1446610dc984eade988068a9663;METHOD;org.apache.catalina.connector.CoyoteAdapter.event(org,org,boolean);MODIFIED
826cb64e6e59b1446610dc984eade988068a9663;METHOD;org.apache.catalina.connector.CoyoteAdapter.service(org,org);MODIFIED
ddad1fad1b18d093ee7abed31d58d33e7aa3d1ed;METHOD;org.apache.catalina.connector.CoyoteAdapter.service(org,org);MODIFIED
bcbfbe89fc649c69f14610dea7dace80654f14ec;METHOD;org.apache.catalina.connector.CoyoteAdapter.service(org,org);MODIFIED
edc20fa71abbc8dfc898ec793903f22caec9c6ef;METHOD;org.apache.el.lang.ELSupport.equals(Object,Object);MODIFIED
edc20fa71abbc8dfc898ec793903f22caec9c6ef;METHOD;org.apache.el.lang.ELSupport.coerceToString(Object);MODIFIED
edc20fa71abbc8dfc898ec793903f22caec9c6ef;METHOD;org.apache.el.lang.ELSupport.coerceToType(Object,Class);MODIFIED
edc20fa71abbc8dfc898ec793903f22caec9c6ef;METHOD;org.apache.jasper.servlet.JspServletWrapper.loadTagFile();MODIFIED
edc20fa71abbc8dfc898ec793903f22caec9c6ef;METHOD;org.apache.jasper.servlet.JspServletWrapper.getDependants();MODIFIED
a91b95efc9c1ca7c30946ecc9e0dc111f5ccebee;METHOD;org.apache.jk.core.MsgContext.action(ActionCode,Object);MODIFIED
2d102b8fc988f0bc5cc7b8e26ae811da7162cb65;METHOD;org.apache.jk.core.MsgContext.action(ActionCode,Object);MODIFIED
ab6eb213848037a4f9e4467ff74fdf7b58b1e543;METHOD;org.apache.jasper.servlet.JspServletWrapper.getServlet();MODIFIED
ab6eb213848037a4f9e4467ff74fdf7b58b1e543;METHOD;org.apache.jasper.servlet.JspServletWrapper.destroy();MODIFIED
d79e61ef57cc3f664f99c8cd2d9f771c0e3f0d39;METHOD;org.apache.jasper.runtime.PageContextImpl.release();MODIFIED
9930eadc51a8500a0a381fda5cd8f83673410a82;METHOD;org.apache.catalina.loader.WebappLoader.createClassLoader();MODIFIED
9930eadc51a8500a0a381fda5cd8f83673410a82;METHOD;org.apache.catalina.startup.ContextRuleSet.addRuleInstances(Digester);MODIFIED
651c5cb8e5113f58f53177eea26f66e391d281ec;METHOD;org.apache.jasper.servlet.JspServletWrapper.JspServletWrapper(ServletConfig,Options,String,boolean,JspRuntimeContext);MODIFIED
c7f0f60de6788a976486db774cc70571166022de;METHOD;org.apache.jasper.JspCompilationContext.incrementRemoved();MODIFIED
c7f0f60de6788a976486db774cc70571166022de;METHOD;org.apache.jasper.JspCompilationContext.compile();MODIFIED
c7f0f60de6788a976486db774cc70571166022de;METHOD;org.apache.jasper.compiler.Compiler.isOutDated(boolean);MODIFIED
c7f0f60de6788a976486db774cc70571166022de;METHOD;org.apache.jasper.servlet.JspServletWrapper.service(HttpServletRequest,HttpServletResponse,boolean);MODIFIED
8c48bc7be69826fd7a6f730004a6e2420622eeab;METHOD;org.apache.catalina.core.StandardHostValve.invoke(Request,Response);MODIFIED
f551c2681057c527e53af9d67d29a8bac90ee70f;METHOD;org.apache.catalina.ha.ClusterRuleSet.addRuleInstances(Digester);MODIFIED
2d5861b6d23519374c17a9d7beeadd8b94491b24;METHOD;javax.el.ListELResolver.coerce(Object);MODIFIED
54f29e8cad64a33219d34a41f278d28ec0c69b15;METHOD;org.apache.jasper.EmbeddedServletOptions.EmbeddedServletOptions(ServletConfig,ServletContext);MODIFIED
54f29e8cad64a33219d34a41f278d28ec0c69b15;METHOD;org.apache.jasper.JspC.main(String);MODIFIED
54f29e8cad64a33219d34a41f278d28ec0c69b15;METHOD;org.apache.jasper.JspC.processFile(String);MODIFIED
54f29e8cad64a33219d34a41f278d28ec0c69b15;METHOD;org.apache.jasper.JspC.scanFiles(File);MODIFIED
54f29e8cad64a33219d34a41f278d28ec0c69b15;METHOD;org.apache.jasper.JspCompilationContext.createCompiler();MODIFIED
54f29e8cad64a33219d34a41f278d28ec0c69b15;METHOD;org.apache.jasper.JspCompilationContext.createCompiler(String);MODIFIED
54f29e8cad64a33219d34a41f278d28ec0c69b15;METHOD;org.apache.jasper.JspCompilationContext.getServletJavaFileName();MODIFIED
54f29e8cad64a33219d34a41f278d28ec0c69b15;METHOD;org.apache.jasper.JspCompilationContext.getClassFileName();MODIFIED
54f29e8cad64a33219d34a41f278d28ec0c69b15;METHOD;org.apache.jasper.JspCompilationContext.makeOutputDir();MODIFIED
54f29e8cad64a33219d34a41f278d28ec0c69b15;METHOD;org.apache.jasper.JspCompilationContext.createOutputDir();MODIFIED
c368ce1a3cb619b572a6a299dbbb7bc8a4292aba;METHOD;org.apache.jasper.JspCompilationContext.createCompiler(String);MODIFIED
c368ce1a3cb619b572a6a299dbbb7bc8a4292aba;METHOD;org.apache.jasper.JspCompilationContext.getDerivedPackageName();MODIFIED
c368ce1a3cb619b572a6a299dbbb7bc8a4292aba;METHOD;org.apache.jasper.JspCompilationContext.makeOutputDir();MODIFIED
c368ce1a3cb619b572a6a299dbbb7bc8a4292aba;METHOD;org.apache.jasper.JspCompilationContext.createOutputDir();MODIFIED
c368ce1a3cb619b572a6a299dbbb7bc8a4292aba;METHOD;org.apache.jasper.JspCompilationContext.isPathSeparator(char);MODIFIED
c368ce1a3cb619b572a6a299dbbb7bc8a4292aba;METHOD;org.apache.jasper.JspCompilationContext.canonicalURI(String);MODIFIED
c368ce1a3cb619b572a6a299dbbb7bc8a4292aba;METHOD;org.apache.jasper.JspCompilationContext.JspCompilationContext(String,boolean,Options,ServletContext,JspServletWrapper,JspRuntimeContext);MODIFIED
c368ce1a3cb619b572a6a299dbbb7bc8a4292aba;METHOD;org.apache.jasper.compiler.BeanRepository.addBean(Node,String,String,String);MODIFIED
c368ce1a3cb619b572a6a299dbbb7bc8a4292aba;METHOD;org.apache.jasper.compiler.BeanRepository.getBeanType(String);MODIFIED
c368ce1a3cb619b572a6a299dbbb7bc8a4292aba;METHOD;org.apache.jasper.compiler.BeanRepository.checkVariable(String);MODIFIED
c368ce1a3cb619b572a6a299dbbb7bc8a4292aba;METHOD;org.apache.jasper.compiler.BeanRepository.BeanRepository(ClassLoader,ErrorDispatcher);MODIFIED
c368ce1a3cb619b572a6a299dbbb7bc8a4292aba;METHOD;org.apache.jasper.compiler.Nodes.visit(Visitor);MODIFIED
c368ce1a3cb619b572a6a299dbbb7bc8a4292aba;METHOD;org.apache.jasper.compiler.Nodes.containsEL();MODIFIED
c368ce1a3cb619b572a6a299dbbb7bc8a4292aba;METHOD;org.apache.jasper.compiler.Nodes.Nodes();MODIFIED
c368ce1a3cb619b572a6a299dbbb7bc8a4292aba;METHOD;org.apache.jasper.compiler.ErrorDispatcher.parseJavacMessage(String,String,Node);MODIFIED
c368ce1a3cb619b572a6a299dbbb7bc8a4292aba;METHOD;org.apache.jasper.compiler.ParserController.parseTagFileDirectives(String);MODIFIED
c368ce1a3cb619b572a6a299dbbb7bc8a4292aba;METHOD;org.apache.jasper.compiler.TagFileLoaderVisitor.visit(Node);MODIFIED
c368ce1a3cb619b572a6a299dbbb7bc8a4292aba;METHOD;org.apache.jasper.compiler.TagLibraryInfoImpl.createTagFileInfo(TreeNode,String,URL);MODIFIED
5169aa86ba3123e13b95b1f7d21cb39d5bb1313f;METHOD;org.apache.catalina.tribes.membership.MemberImpl.getDataLength();MODIFIED
5169aa86ba3123e13b95b1f7d21cb39d5bb1313f;METHOD;org.apache.catalina.tribes.membership.MemberImpl.getData(boolean,boolean);MODIFIED
5169aa86ba3123e13b95b1f7d21cb39d5bb1313f;METHOD;org.apache.catalina.tribes.membership.MemberImpl.getMember(byte,int,int,MemberImpl);MODIFIED
94df67a429ebc6848ef2aa2bee3e4bb367a113ed;METHOD;org.apache.catalina.realm.UserDatabaseRealm.getPrincipal(String);MODIFIED
7f82d2d565b6ad01e389a7eddca7211a085e64c5;METHOD;org.apache.catalina.core.AprLifecycleListener.lifecycleEvent(LifecycleEvent);MODIFIED
6947f7ebd2bce374018efd792568e17dd2435fdb;METHOD;org.apache.jasper.JspCompilationContext.makeOutputDir();MODIFIED
d2637f1d5d3ce0e656b40a2cfec9649e09b4d2a8;METHOD;org.apache.jasper.compiler.Compiler.generateJava();MODIFIED
b55e9c23c1fd99f0beaecd43b1cc9488f9dc94b2;METHOD;org.apache.jasper.compiler.ELParser.skipUntilEL();MODIFIED
6a2951123d4b41c8718375b9bf694b08cfe53190;METHOD;org.apache.coyote.http11.Http11AprProcessor.event(boolean);MODIFIED
4d47722dda0aa131d8707efe0d3d9352fc2fa04e;METHOD;org.apache.catalina.connector.CoyoteAdapter.event(org,org,boolean);MODIFIED
4d47722dda0aa131d8707efe0d3d9352fc2fa04e;METHOD;org.apache.catalina.connector.CoyoteAdapter.service(org,org);MODIFIED
4d47722dda0aa131d8707efe0d3d9352fc2fa04e;METHOD;org.apache.catalina.core.ApplicationFilterFactory.createFilterChain(ServletRequest,Wrapper,Servlet);MODIFIED
4d47722dda0aa131d8707efe0d3d9352fc2fa04e;METHOD;org.apache.catalina.core.StandardWrapperValve.invoke(Request,Response);MODIFIED
ce50cb82435c51e8a0fa4bdb1b9083b2487ecc69;METHOD;javax.el.ArrayELResolver.coerce(Object);MODIFIED
ce50cb82435c51e8a0fa4bdb1b9083b2487ecc69;METHOD;javax.el.ResourceBundleELResolver.getFeatureDescriptors(ELContext,Object);MODIFIED
8957262884b7a959b0908303077565fcb6a3781f;METHOD;org.apache.coyote.http11.Http11NioProcessor.event(boolean);MODIFIED
823101da17baeb59bf7a262d7ae33e59a809dc61;METHOD;org.apache.jasper.compiler.TagHandlerPoolVisitor.createTagHandlerPoolName(String,String,Attributes,boolean);MODIFIED
501bb2d78394458afd652458d475af3bd6479996;METHOD;javax.el.ArrayELResolver.getValue(ELContext,Object,Object);MODIFIED
7107ffe9e59810dffe21fca5b6a7bcb86570735a;METHOD;org.apache.jasper.compiler.PageInfo.setTrimDirectiveWhitespaces(String,Node,ErrorDispatcher,boolean);MODIFIED
f0f100b6d8c24a65d8d2f3228e750e614ab96375;METHOD;org.apache.jasper.compiler.JspConfig.processWebDotXml(ServletContext);MODIFIED
f0f100b6d8c24a65d8d2f3228e750e614ab96375;METHOD;org.apache.jasper.compiler.JspConfig.init();MODIFIED
f0f100b6d8c24a65d8d2f3228e750e614ab96375;METHOD;org.apache.jasper.compiler.JspConfig.findJspProperty(String);MODIFIED
f0f100b6d8c24a65d8d2f3228e750e614ab96375;METHOD;org.apache.jasper.compiler.JspConfig.isJspPage(String);MODIFIED
f0f100b6d8c24a65d8d2f3228e750e614ab96375;METHOD;org.apache.jasper.compiler.JspConfig.JspConfig(ServletContext);MODIFIED
f0f100b6d8c24a65d8d2f3228e750e614ab96375;METHOD;org.apache.jasper.compiler.JspProperty.isXml();MODIFIED
f0f100b6d8c24a65d8d2f3228e750e614ab96375;METHOD;org.apache.jasper.compiler.JspProperty.isELIgnored();MODIFIED
f0f100b6d8c24a65d8d2f3228e750e614ab96375;METHOD;org.apache.jasper.compiler.JspProperty.isScriptingInvalid();MODIFIED
f0f100b6d8c24a65d8d2f3228e750e614ab96375;METHOD;org.apache.jasper.compiler.JspProperty.getPageEncoding();MODIFIED
f0f100b6d8c24a65d8d2f3228e750e614ab96375;METHOD;org.apache.jasper.compiler.JspProperty.getIncludePrelude();MODIFIED
f0f100b6d8c24a65d8d2f3228e750e614ab96375;METHOD;org.apache.jasper.compiler.JspProperty.getIncludeCoda();MODIFIED
b584921292dafeb99f00f96b679ba18c67ff8f47;METHOD;org.apache.jasper.compiler.Compiler.generateJava();MODIFIED
3a345be28724a8b2ff27c65160cea3d17d8a74a9;METHOD;org.apache.jasper.compiler.Compiler.generateJava();MODIFIED
3a345be28724a8b2ff27c65160cea3d17d8a74a9;METHOD;org.apache.jasper.compiler.JspConfig.getVersion(TreeNode);MODIFIED
3a345be28724a8b2ff27c65160cea3d17d8a74a9;METHOD;org.apache.jasper.compiler.JspConfig.processWebDotXml(ServletContext);MODIFIED
3a345be28724a8b2ff27c65160cea3d17d8a74a9;METHOD;org.apache.jasper.compiler.JspConfig.init();MODIFIED
3a345be28724a8b2ff27c65160cea3d17d8a74a9;METHOD;org.apache.jasper.compiler.JspConfig.findJspProperty(String);MODIFIED
d3fa001bcf4f58a26f24b325d3035d77c13fc6d4;METHOD;org.apache.jasper.compiler.JspConfig.processWebDotXml(ServletContext);MODIFIED
d3fa001bcf4f58a26f24b325d3035d77c13fc6d4;METHOD;org.apache.jasper.compiler.JspConfig.init();MODIFIED
d3fa001bcf4f58a26f24b325d3035d77c13fc6d4;METHOD;org.apache.jasper.compiler.JspConfig.findJspProperty(String);MODIFIED
e7599afc70ab31d6ffbd1cb31f94123174dfe067;METHOD;org.apache.jasper.compiler.Compiler.generateJava();MODIFIED
62e73d0c27f9419282ad8277364749a5eca2c95e;METHOD;org.apache.jasper.runtime.PageContextImpl._initialize(Servlet,ServletRequest,ServletResponse,String,boolean,int,boolean);MODIFIED
62e73d0c27f9419282ad8277364749a5eca2c95e;METHOD;org.apache.jasper.runtime.PageContextImpl.release();MODIFIED
62e73d0c27f9419282ad8277364749a5eca2c95e;METHOD;org.apache.jasper.runtime.PageContextImpl.PageContextImpl(JspFactory);MODIFIED
08962524a5441b402fb7c68f1332efb009917ca2;METHOD;org.apache.jasper.runtime.JspContextWrapper.getAttributeNamesInScope(int);MODIFIED
08962524a5441b402fb7c68f1332efb009917ca2;METHOD;org.apache.jasper.runtime.JspContextWrapper.JspContextWrapper(JspContext,ArrayList,ArrayList,ArrayList,Map);MODIFIED
0a8242f5959926c481f05c105c1e998aef5caa8b;METHOD;org.apache.catalina.manager.host.HostManagerServlet.add(PrintWriter,String,String,String,boolean,boolean,boolean,boolean,boolean,boolean,boolean);MODIFIED
0a8242f5959926c481f05c105c1e998aef5caa8b;METHOD;org.apache.catalina.manager.host.HostManagerServlet.remove(PrintWriter,String);MODIFIED
9dd8a239bf634dcf8e5160ddbdfcf1c493681729;METHOD;org.apache.catalina.startup.HostConfig.deployWARs(File,String);MODIFIED
9dd8a239bf634dcf8e5160ddbdfcf1c493681729;METHOD;org.apache.catalina.manager.HTMLManagerServlet.list(HttpServletRequest,HttpServletResponse,String);MODIFIED
9dd8a239bf634dcf8e5160ddbdfcf1c493681729;METHOD;org.apache.catalina.manager.ManagerServlet.undeploy(PrintWriter,String);MODIFIED
fda223a9a48e6c58fd5f57a71743f648728ca33b;METHOD;org.apache.catalina.core.StandardContextValve.invoke(Request,Response);MODIFIED
a3f894b0c2efc43cc497a92ecfedf355ee5543d2;METHOD;org.apache.tomcat.util.net.AprEndpoint.processSocket(long,boolean);MODIFIED
a3f894b0c2efc43cc497a92ecfedf355ee5543d2;METHOD;org.apache.tomcat.util.net.Poller.destroy();MODIFIED
a3f894b0c2efc43cc497a92ecfedf355ee5543d2;METHOD;org.apache.tomcat.util.net.Poller.add(long);MODIFIED
a3f894b0c2efc43cc497a92ecfedf355ee5543d2;METHOD;org.apache.tomcat.util.net.Poller.run();MODIFIED
a3f894b0c2efc43cc497a92ecfedf355ee5543d2;METHOD;org.apache.tomcat.util.net.Worker.assignWithOptions(long);MODIFIED
a3f894b0c2efc43cc497a92ecfedf355ee5543d2;METHOD;org.apache.tomcat.util.net.Worker.assign(long);MODIFIED
a3f894b0c2efc43cc497a92ecfedf355ee5543d2;METHOD;org.apache.tomcat.util.net.Worker.assign(long,boolean);MODIFIED
a3f894b0c2efc43cc497a92ecfedf355ee5543d2;METHOD;org.apache.tomcat.util.net.Worker.run();MODIFIED
a3f894b0c2efc43cc497a92ecfedf355ee5543d2;METHOD;org.apache.tomcat.util.net.SocketEventProcessor.run();MODIFIED
a3f894b0c2efc43cc497a92ecfedf355ee5543d2;METHOD;org.apache.tomcat.util.net.Worker.assign(Object);MODIFIED
a3f894b0c2efc43cc497a92ecfedf355ee5543d2;METHOD;org.apache.tomcat.util.net.Worker.assign(Object,boolean);MODIFIED
a3f894b0c2efc43cc497a92ecfedf355ee5543d2;METHOD;org.apache.tomcat.util.net.SocketEventProcessor.run();MODIFIED
3ffeafcee2cd2ecbe8b586d36321d184d9804363;METHOD;javax.el.ListELResolver.ListELResolver();MODIFIED
325a09eaa94cab32468e22570a6c92b5664a8e71;METHOD;org.apache.el.lang.ELSupport.equals(Object,Object);MODIFIED
f80133a1eae5ec4844c8413a270e821b1972e55c;METHOD;org.apache.catalina.valves.CometConnectionManagerValve.start();MODIFIED
f80133a1eae5ec4844c8413a270e821b1972e55c;METHOD;org.apache.catalina.valves.CometConnectionManagerValve.stop();MODIFIED
ede128c88af89b3a168bd51c6fa9396fe5418ef0;METHOD;javax.el.BeanProperty.isReadOnly();MODIFIED
5dfbd43b8186b499642d07fbec87af2c6098ade1;METHOD;org.apache.catalina.deploy.NamingResources.addService(ContextService);MODIFIED
5dfbd43b8186b499642d07fbec87af2c6098ade1;METHOD;org.apache.catalina.deploy.ContextService.toString();MODIFIED
c5ef6282a6134d598ddca6398397aa8acc49fdac;METHOD;org.apache.jasper.EmbeddedServletOptions.EmbeddedServletOptions(ServletConfig,ServletContext);MODIFIED
c5ef6282a6134d598ddca6398397aa8acc49fdac;METHOD;org.apache.jasper.servlet.JspServletWrapper.handleJspException(Exception);MODIFIED
f4e663c41a5020f9c0eba3cf34f23e421b419ba6;METHOD;org.apache.catalina.CometFilter.doFilterEvent(CometEvent,CometFilterChain);MODIFIED
ab32ae60d3e466b6009917d9f075bf7833035a20;METHOD;org.apache.catalina.servlets.CGIServlet.init(ServletConfig);MODIFIED
ab32ae60d3e466b6009917d9f075bf7833035a20;METHOD;org.apache.catalina.servlets.CGIServlet.doGet(HttpServletRequest,HttpServletResponse);MODIFIED
ab32ae60d3e466b6009917d9f075bf7833035a20;METHOD;org.apache.catalina.servlets.InvokerServlet.init();MODIFIED
ab32ae60d3e466b6009917d9f075bf7833035a20;METHOD;org.apache.catalina.servlets.InvokerServlet.serveRequest(HttpServletRequest,HttpServletResponse);MODIFIED
ab32ae60d3e466b6009917d9f075bf7833035a20;METHOD;org.apache.catalina.ssi.SSIServlet.init();MODIFIED
7ce1c9c3c3a17e539ea59273cf427024954bb6f6;METHOD;org.apache.coyote.ajp.AjpAprProcessor.AjpAprProcessor(AprEndpoint);MODIFIED
7ce1c9c3c3a17e539ea59273cf427024954bb6f6;METHOD;org.apache.coyote.ajp.AjpProcessor.AjpProcessor(JIoEndpoint);MODIFIED
05317b0354d93c930dee5e2f213c4cb4980d4f63;METHOD;org.apache.coyote.http11.Http11Processor.process(Socket);MODIFIED
05317b0354d93c930dee5e2f213c4cb4980d4f63;METHOD;org.apache.coyote.http11.Http11Protocol.Http11Protocol();MODIFIED
05317b0354d93c930dee5e2f213c4cb4980d4f63;METHOD;org.apache.tomcat.util.net.Poller.init();MODIFIED
05317b0354d93c930dee5e2f213c4cb4980d4f63;METHOD;org.apache.tomcat.util.net.Sendfile.init();MODIFIED
a94387b95bc062a02170f03f3abddd4014a6b80c;METHOD;org.apache.catalina.startup.ContextConfig.defaultWebConfig();MODIFIED
19d047f94ba8ea4fb318b8894701183ec8632380;METHOD;org.apache.coyote.ajp.AjpAprProtocol.AjpAprProtocol();MODIFIED
19d047f94ba8ea4fb318b8894701183ec8632380;METHOD;org.apache.coyote.http11.Http11AprProtocol.Http11AprProtocol();MODIFIED
19d047f94ba8ea4fb318b8894701183ec8632380;METHOD;org.apache.coyote.http11.Http11Processor.process(Socket);MODIFIED
19d047f94ba8ea4fb318b8894701183ec8632380;METHOD;org.apache.coyote.http11.Http11Protocol.Http11Protocol();MODIFIED
19d047f94ba8ea4fb318b8894701183ec8632380;METHOD;org.apache.tomcat.util.net.Sendfile.init();MODIFIED
228bca1c73d216fb1d1262ed583d851803d8ecf3;METHOD;org.apache.coyote.http11.Http11AprProtocol.getKeepAliveTimeout();MODIFIED
228bca1c73d216fb1d1262ed583d851803d8ecf3;METHOD;org.apache.coyote.http11.Http11AprProtocol.setKeepAliveTimeout(int);MODIFIED
9cdd9a9f7a5307b95967486d15788ac6e9cb321d;METHOD;org.apache.catalina.startup.ContextConfig.defaultWebConfig();MODIFIED
9cdd9a9f7a5307b95967486d15788ac6e9cb321d;METHOD;org.apache.coyote.ajp.AjpAprProtocol.AjpAprProtocol();MODIFIED
9cdd9a9f7a5307b95967486d15788ac6e9cb321d;METHOD;org.apache.coyote.http11.Http11AprProtocol.Http11AprProtocol();MODIFIED
9cdd9a9f7a5307b95967486d15788ac6e9cb321d;METHOD;org.apache.tomcat.util.net.Poller.init();MODIFIED
b91d384dca2c4c5cb2bb31b2924f9eb721d9c081;METHOD;org.apache.catalina.ha.ClusterRuleSet.addRuleInstances(Digester);MODIFIED
b91d384dca2c4c5cb2bb31b2924f9eb721d9c081;METHOD;org.apache.catalina.ha.tcp.SimpleTcpCluster.getManagerClassName();MODIFIED
b91d384dca2c4c5cb2bb31b2924f9eb721d9c081;METHOD;org.apache.catalina.ha.tcp.SimpleTcpCluster.setManagerClassName(String);MODIFIED
b91d384dca2c4c5cb2bb31b2924f9eb721d9c081;METHOD;org.apache.catalina.ha.tcp.SimpleTcpCluster.createManager(String);MODIFIED
f4e57b254fa57f4b3b8f6921ab3b96f912c812d5;METHOD;org.apache.catalina.startup.ContextConfig.defaultWebConfig();MODIFIED
1fe8ed8746df14d6b2857276351a326e60b25ad6;METHOD;org.apache.catalina.ha.tcp.SimpleTcpCluster.setProperty(String,Object);MODIFIED
1fe8ed8746df14d6b2857276351a326e60b25ad6;METHOD;org.apache.catalina.ha.tcp.SimpleTcpCluster.registerManager(Manager);MODIFIED
1fe8ed8746df14d6b2857276351a326e60b25ad6;METHOD;org.apache.catalina.ha.tcp.SimpleTcpCluster.addManager(String,Manager);MODIFIED
1a5e6e7bd134059186b76f6b129dc89320c253b4;METHOD;org.apache.catalina.deploy.NamingResources.addEnvironment(ContextEnvironment);MODIFIED
b18c29ed5e9dfc166a5f0714f5f895243cd95d5c;METHOD;org.apache.catalina.core.StandardPipeline.removeValve(Valve);MODIFIED
20dfd5010870d7a1aa8744e8a5f32d9645ec5a9e;METHOD;org.apache.catalina.mbeans.MBeanUtils.createRegistry();MODIFIED
20dfd5010870d7a1aa8744e8a5f32d9645ec5a9e;METHOD;org.apache.catalina.ha.session.BackupManager.start();MODIFIED
20dfd5010870d7a1aa8744e8a5f32d9645ec5a9e;METHOD;org.apache.catalina.ha.session.BackupManager.getMapName();MODIFIED
20dfd5010870d7a1aa8744e8a5f32d9645ec5a9e;METHOD;org.apache.catalina.ha.session.BackupManager.stop();MODIFIED
20dfd5010870d7a1aa8744e8a5f32d9645ec5a9e;METHOD;org.apache.catalina.ha.session.DeltaManager.start();MODIFIED
20dfd5010870d7a1aa8744e8a5f32d9645ec5a9e;METHOD;org.apache.catalina.ha.session.DeltaManager.stop();MODIFIED
20dfd5010870d7a1aa8744e8a5f32d9645ec5a9e;METHOD;org.apache.catalina.ha.session.DeltaSession.readObject(ObjectInput);MODIFIED
20dfd5010870d7a1aa8744e8a5f32d9645ec5a9e;METHOD;org.apache.catalina.ha.session.DeltaSession.DeltaSession(Manager);MODIFIED
20dfd5010870d7a1aa8744e8a5f32d9645ec5a9e;METHOD;org.apache.catalina.ha.session.SimpleTcpReplicationManager.requestCompleted(String);MODIFIED
20dfd5010870d7a1aa8744e8a5f32d9645ec5a9e;METHOD;org.apache.catalina.ha.session.SimpleTcpReplicationManager.start();MODIFIED
20dfd5010870d7a1aa8744e8a5f32d9645ec5a9e;METHOD;org.apache.catalina.ha.session.SimpleTcpReplicationManager.stop();MODIFIED
20dfd5010870d7a1aa8744e8a5f32d9645ec5a9e;METHOD;org.apache.catalina.ha.tcp.SimpleTcpCluster.createManager(String);MODIFIED
20dfd5010870d7a1aa8744e8a5f32d9645ec5a9e;METHOD;org.apache.catalina.ha.tcp.SimpleTcpCluster.registerManager(Manager);MODIFIED
20dfd5010870d7a1aa8744e8a5f32d9645ec5a9e;METHOD;org.apache.catalina.tribes.group.GroupChannel.addChannelListener(ChannelListener);MODIFIED
20dfd5010870d7a1aa8744e8a5f32d9645ec5a9e;METHOD;org.apache.catalina.tribes.tipis.AbstractReplicatedMap.replicate(Object,boolean);MODIFIED
8d56e2221c36f8cc72ce22ab5ef44aac5909ca87;METHOD;org.apache.coyote.http11.Http11Processor.process(Socket);MODIFIED
57fe76dd533197af8de2883c3207b4d3536df658;METHOD;org.apache.jasper.JspCompilationContext.createCompiler(String);MODIFIED
a7f55b18612a63bf24258f32487d2d2a4319759e;METHOD;org.apache.catalina.ha.session.DeltaSession.isValid();MODIFIED
a7f55b18612a63bf24258f32487d2d2a4319759e;METHOD;org.apache.catalina.ha.session.DeltaSession.readObject(ObjectInput);MODIFIED
